Station_Name,Latitude_DD,Longitude_DD
OC0111,39.9478767919,-74.1631691814
OC0112,39.9689294440,-74.1125971919
OC0112N1,39.9693404129,-74.1126090391
OC0112S1,39.9685224293,-74.1125266023
OC0113,39.9400442230,-74.1502565398
OC0115,39.9424517065,-74.1336010923
OC0115N1,39.9425622900,-74.1335254000
OC0115S1,39.9422735200,-74.1338588700
OC0116,39.9428590580,-74.1848149609
OC0116E1,39.9430261854,-74.1842499165
OC0116W1,39.9425764309,-74.1852014430
OC0117,39.9381493855,-74.1580825379
OC0117E1,39.9382734300,-74.1577414600
OC0117W1,39.9379126349,-74.1585177149
OC0118,39.9409451638,-74.1697193570
OC0118E1,39.9408481589,-74.1692014195
OC0118W1,39.9411239490,-74.1701990474
OC0119,39.9286860079,-74.1351342140
OC0119E1,39.9284581885,-74.1346482090
OC0119W1,39.9288673398,-74.1356823761
OC0122,39.8729088193,-74.1314700245
OC0124,39.7542357640,-74.1904650552
OC0124N1,39.7546269160,-74.1906271956
OC0124S1,39.7539591629,-74.1903545175
OC0125,39.6636551007,-74.2172728377
OC0125N1,39.6637805500,-74.2171622900
OC0125S1,39.6635386500,-74.2173736500
OC0126,39.6098201350,-74.2920733279
OC0132,39.9196173835,-74.0810145791
OC0132N1,39.9197620100,-74.0809715600
OC0132S1,39.9193580100,-74.0811415800
OC0136,39.6669992967,-74.1684166772
OC0136N1,39.6672443044,-74.1680015428
OC0136S1,39.6666953345,-74.1687479660
OC0138,39.9694158228,-74.0746024225
OC0138N1,39.9697748023,-74.0743414714
OC0138S1,39.9690604862,-74.0748723488
OC0140,39.9289308904,-74.1282002267
OC0140E1,39.9288374209,-74.1276811493
OC0140W1,39.9290212009,-74.1287204042
OC0142,39.7453063767,-74.1179246580
OC0142N1,39.7455284200,-74.1178005500
OC0142S1,39.7451817600,-74.1179910000
OC0157S,39.6672238359,-74.1680363565
OC0158S,39.6667827005,-74.1686305580
OC0159S,39.7046134236,-74.1372558106
OC0160S,39.7042779801,-74.1374134108
OC0161S,39.6499846220,-74.1857892517
OC0162S,39.6484839217,-74.1859276893
OC0163S,39.9197831992,-74.0809639398
OC0164S,39.9194874224,-74.0810844934
OC0165S,39.9684787072,-74.0751424668
OC0166S,39.9737468281,-74.0722028515
OC0167S,39.9733458386,-74.0722698018
OC0168S,39.7454800227,-74.1177831607
OC0169S,39.7451831994,-74.1179375935
OC0170S,39.9429888083,-74.1846946212
OC0171S,39.9427385131,-74.1849446663
OC0172S,39.9414044568,-74.1717362832
OC0173S,39.9382589404,-74.1579455155
OC0174S,39.9380694334,-74.1582545270
OC0175S,39.9287569119,-74.1353942801
OC0176S,39.9286169786,-74.1349653730
OC0177S,39.9289464851,-74.1284964594
OC0178S,39.9288859686,-74.1281943080
OC0179S,39.8729020101,-74.1316006850
OC0180S,39.8728785256,-74.1313698051
OC0181S,40.0564099824,-74.1114597727
OC0182S,40.0565292579,-74.1117716213
OC0183S,39.9456774697,-74.0798773284
OC0184S,39.9453909726,-74.0798632444
OC0185S,39.9691737209,-74.1125931288
OC0186S,39.9688768072,-74.1125636000
OC0189S,39.5877666328,-74.2287616615
OC0190S,39.5881252210,-74.2284705514
OC0191S,39.6171016129,-74.2010219293
OC0192S,39.6155440510,-74.2019977404
OC0193S,40.0887383885,-74.0731546719
OC0194S,40.0888275403,-74.0727953044
OC0195S,40.0887702300,-74.0715364621
OC0196S,40.0886614182,-74.0712188704
OC0199S,39.9426071274,-74.1334017805
OC0200S,39.9424040649,-74.1336628420
OC0201S,39.6637593459,-74.2171854332
OC0202S,39.6635731432,-74.2173439706
OC0203S,39.6100230560,-74.2919193354
OC0204S,39.6096052054,-74.2921729608
OC0205S,39.9413643616,-74.1713958692
OC0206S,39.9704715659,-74.0741246980
OC1001,40.0998269920,-74.0322822316
OC1002,40.0930362423,-74.0350908648
OC1004,40.0680111305,-74.0417143247
OC1005,40.0628773666,-74.0430808143
OC1006S,39.6994085348,-74.1357710808
OC1010S,39.6492900610,-74.1725222569
OC1012,40.0504292386,-74.0462171769
OC1014,40.0339088342,-74.0500210394
OC1019,40.0093299030,-74.0562663786
OC1019N1,40.0097355541,-74.0561755239
OC1019S1,40.0089275876,-74.0563748571
OC1020,40.0022497482,-74.0581290294
OC1024,39.9674582538,-74.0655170834
OC1025,39.9741604495,-74.0642770525
OC1027,39.9631205484,-74.0662581283
OC1029,39.9603132042,-74.0667275377
OC1033,39.9504898869,-74.0681223282
OC1033N1,39.9508992330,-74.0680863627
OC1033S1,39.9500825422,-74.0681880154
OC1035,39.9440409513,-74.0687774563
OC1035N1,39.9444473035,-74.0686970311
OC1035S1,39.9436437220,-74.0689105145
OC1042,39.9140236808,-74.0759328235
OC1044,39.9330918690,-74.0716256712
OC1046,39.9065216172,-74.0774310747
OC1048,39.7534554149,-74.1004749819
OC1050,39.7437416400,-74.1106586615
OC1052,39.7198239187,-74.1255132318
OC1054,39.7034466073,-74.1335770736
OC1058,39.6860536335,-74.1446397950
OC1058N1,39.6864146740,-74.1443855857
OC1058S1,39.6856916615,-74.1448914174
OC1062,39.6681239104,-74.1574187934
OC1068,39.6448907967,-74.1762155318
OC1068N1,39.6452457064,-74.1759460441
OC1068S1,39.6445372577,-74.1764875498
OC1070,39.6382391999,-74.1811343308
OC1072,39.6151911343,-74.1978774892
OC1072N1,39.6155490269,-74.1976147989
OC1072S1,39.6147963731,-74.1980219338
OC1076,39.5845421890,-74.2196010186
OC1078,39.5668542824,-74.2312423563
OC1078N1,39.5672386607,-74.2310532263
OC1078S1,39.5664991587,-74.2315111540
OC1080,39.5483920571,-74.2486485517
OC1080N1,39.5487163274,-74.2483229059
OC1080S1,39.5480515834,-74.2489443055
OC1082,39.5353218423,-74.2587438882
OC1082N1,39.5357262992,-74.2586463128
OC1082S1,39.5349406852,-74.2589418587
OC1084,39.7857157835,-74.0927742289
OC1084S,39.7480011095,-74.1052437531
OC1085,39.8540073754,-74.0843698959
OC1086,39.8956427182,-74.0791347102
OC1086S,39.7359132523,-74.1161433743
OC1087S,39.7326536153,-74.1182525440
OC1088S,39.7291160324,-74.1202763038
OC1089,39.9883894162,-74.0613185468
OC1090,39.8328330960,-74.0871016897
OC1092,39.5572220298,-74.2387289460
OC1092S,39.7066273691,-74.1317507020
OC1093,39.5445780000,-74.2535910000
OC1094,39.9796718440,-74.0632929410
OC1095,39.9382037599,-74.0704307967
OC1095N1,39.9386114208,-74.0703698040
OC1095S1,39.9377960394,-74.0704909063
OC1096,39.9241132507,-74.0735102068
OC1097,39.6946581477,-74.1387882707
OC1098,39.6777748684,-74.1508131721
OC1099,39.6600287994,-74.1635582068
OC1099N1,39.6603463662,-74.1632196631
OC1099S1,39.6596805531,-74.1638400620
OC1100,39.6515320211,-74.1706224745
OC1100N1,39.6518830310,-74.1703457569
OC1100S1,39.6511863670,-74.1709090852
OC1101,39.5987344311,-74.2090157680
OC1102,39.5705123035,-74.2290593411
OC1107S,39.6468758993,-74.1745912617
OC1112S,39.6184428345,-74.1955610966
OC1113S,39.6143522378,-74.1983233712
OC1114S,39.6100187176,-74.2011517501
OC1115S,39.6038369953,-74.2052129736
OC1118S,39.5864219309,-74.2184363596
OC1119S,39.5820414397,-74.2213150133
OC1120S,39.5772733100,-74.2244400574
OC1122S,39.5643778229,-74.2330183231
OC1125S,39.5508551484,-74.2453264768
OC1127S,39.5463525211,-74.2504431474
OC1129,39.9526877476,-74.0679266017
OC1130,39.9562775543,-74.0674578500
OC1130N1,39.9566843256,-74.0673836470
OC1130S1,39.9558677989,-74.0674877336
OC1131S,39.5370508703,-74.2579030546
OC1132S,39.5330149004,-74.2596103540
OC1135,40.0765925776,-74.0402649233
OC1135N1,40.0769974338,-74.0401687032
OC1135S1,40.0761933821,-74.0403886428
OC1136,39.8498315508,-74.0851153705
OC1137S,39.6974188635,-74.1370022281
OC1225S,39.7046473563,-74.1326078327
OC1250S,39.6444585880,-74.1764414720
OC1251S,39.9332409241,-74.0713523570
OC1254S,39.9329068794,-74.0713984847
OC1257S,39.9243301874,-74.0735074824
OC1260S,39.9239912513,-74.0735410406
OC1269S,39.9746587767,-74.0641424364
OC1272S,39.9742995006,-74.0642276433
OC1298S,39.7543088942,-74.0997598392
OC1306S,39.7448668191,-74.1094144172
OC1307S,39.7455596113,-74.1087114188
OC1308S,39.7430794034,-74.1110122083
OC1310S,39.7416839268,-74.1122048809
OC1314S,39.5490812972,-74.2473315973
OC1344S,40.0024970236,-74.0579715792
OC1347S,40.0019576548,-74.0581000675
OC1350S,39.9443680687,-74.0687878793
OC1353S,39.9437962595,-74.0687878105
OC1356S,39.9383604185,-74.0703497227
OC1359S,39.9380457955,-74.0704083214
OC1380S,39.9528192925,-74.0678676641
OC1383S,39.9525093979,-74.0678947890
OC1395S,39.6150113429,-74.1979340680
OC1398S,39.6152254749,-74.1978376621
OC1402S,39.5841016916,-74.2198252613
OC1411S,40.0341207690,-74.0499084513
OC1414S,40.0336999210,-74.0500843889
OC1422S,40.0936930069,-74.0349246527
OC1423S,40.0934096296,-74.0349867001
OC1428S,40.0768290475,-74.0402203480
OC1429S,40.0763852864,-74.0402917831
OC1435S,40.0681656493,-74.0417059109
OC1438S,40.0678734952,-74.0417934215
OC1447,39.7107682619,-74.1298565991
OC1448,39.7086948364,-74.1307630967
OC1449,39.7019436829,-74.1341286569
OC1451,39.6922843829,-74.1404181224
OC1452,39.6894844904,-74.1420442609
OC1501,39.5907916581,-74.2152261728
OC1503,39.5448210957,-74.2519737989
OC1504,39.5421160171,-74.2541420619
OC1505,39.5388943218,-74.2565349694
OC1506,39.5356717435,-74.2586464920
OC1507,39.5322929088,-74.2601693470
OC1508,39.6523143592,-74.1698473028
OC1509,39.6541046413,-74.1682880248
OC1510,39.6566291866,-74.1662337379
OC1511,39.6591124811,-74.1642289520
OC1512,39.6616782771,-74.1622489165
OC1513,39.6641038206,-74.1601038780
OC1514,39.6666613665,-74.1582310944
OC1515,39.6686249017,-74.1571420749
OC1516,39.6411442072,-74.1788782569
OC1517,39.6393656437,-74.1802242235
OC1518,39.6373847082,-74.1818157433
OC1519,39.6353961629,-74.1832300886
OC1520,39.5692528410,-74.2297184431
OC1521,39.5623723931,-74.2345016422
OC1522,39.5608515811,-74.2355931927
OC1523,39.5588033908,-74.2372366509
OC1524,39.5558108252,-74.2397876904
OC1525,39.5541305732,-74.2415537946
OC1526,39.6115235069,-74.2002980639
OC1527,39.6080400242,-74.2026383604
OC1528,39.6013426782,-74.2070061947
OC1529,39.5993367098,-74.2085484177
OC1530,39.5972983871,-74.2101661342
OC1531,39.5926717181,-74.2138653124
OC1532,39.6344574695,-74.1838591095
OC1533,39.6325301061,-74.1853724467
OC1534,39.6306455730,-74.1867858466
OC1535,39.6287610399,-74.1882277999
OC1536,39.6269478906,-74.1896983068
OC1537,39.6249919737,-74.1912830279
OC1538,39.6234643597,-74.1923252318
OC1539,39.6216654872,-74.1934959266
OC1541,39.6192669905,-74.1951805850
OC1542,39.6155649958,-74.1975588048
OC1543,39.5797340015,-74.2227973965
OC1544,39.5746705085,-74.2260334635
OC1545,39.5723100832,-74.2275753542
OC1546,39.7491135981,-74.1037909264
OC1547,39.7470862973,-74.1068604311
OC1548,39.7391210303,-74.1140607126
OC1549,39.6694146932,-74.1568265209
OC1550,39.6720725138,-74.1551034423
OC1551,39.6754440940,-74.1525804493
OC1552,39.6771784317,-74.1513046654
OC1553,39.6797542237,-74.1493043221
OC1554,39.6834376293,-74.1465631830
OC1555,39.7249482722,-74.1226641084
OC1556,39.7271113519,-74.1214935209
OC1557,39.6060748138,-74.2037617215
OC1558,39.5884894829,-74.2168367076
OC1559,39.5616106539,-74.2351606995
OC1560,39.5949111166,-74.2121306545
